"EMPLOYEE_ID","ALTERNATE_ID","PERSON_TITLE","FORM_OF_ADDRESS","NAME","FIRST_NAME","MIDDLE_NAME","LAST_NAME","PRONOUN","SUFFIX","NAME_TYPE","NAME_FORMAT","COUNTRY","GENDER_IDENTITY","BIRTH_DATE","GENDER","MILITARY_STATUS","ETHNICITY","MARRIAGE_STATUS","PHOTO_URL","ROLES","__ROW_MD5","__DLH_IS_DELETED","__DLH_SYNC_TS","__DLH_START_TS","__DLH_FINISH_TS","__DLH_IS_ACTIVE"
"00001005509",NULL," "," ","Boyd U Chester","Boyd","U","Chester",NULL," ","PRF",NULL,"US",NULL,"1968-01-18","M","5","BLACK","S",NULL,NULL,"cec6844107890db390885fb39a5fbe0d","false","2023-01-19T14:54:17.522441Z","2023-01-19T14:54:17.522441Z","2023-01-19T14:54:17.522441Z","true"
"00001021505",NULL," "," ","Robert Crarker","Robert"," ","Crarker",NULL," ","PRI",NULL,"US",NULL,"1973-01-01","M","2",NULL,"M",NULL,NULL,"5273e6007c564a3ac6dd0806e8f3fb0c","false","2023-01-19T14:54:17.522846Z","2023-01-19T14:54:17.522846Z","2023-01-19T14:54:17.522846Z","true"
"00001028164",NULL,NULL,"Dr","Frederick California","Frederick",NULL,"California",NULL,"III","PRI",NULL,"US",NULL,"1975-01-01","F","F","WHITE","S",NULL,"[{""role"":""APPROVER""},{""role"":""CDM""},{""role"":""EPHNA""},{""role"":""EPHPR""},{""role"":""EPHRS""},{""role"":""EPNPI""},{""role"":""EPTAG""},{""role"":""HRAUTH""},{""role"":""HRAdmin""},{""role"":""HRENTRY""},{""role"":""HRPAY_W2""},{""role"":""HRSECURITY""},{""role"":""I9_AUTH""},{""role"":""INITIATOR""},{""role"":""INTG_ADM""},{""role"":""MTAG""},{""role"":""SAV_PLN_ADM""}]","6451d412c249e4efc6b35d716667fffd","false","2023-01-19T14:54:17.523261Z","2023-01-19T14:54:17.523261Z","2023-01-19T14:54:17.523261Z","true"
"00001038687","hgnis",NULL,NULL,"Jack Brick","Jack",NULL,"Brick",NULL,NULL,"PRF","US","US",NULL,"1957-09-21","M","2","TWO","S",NULL,"[{""role"":""APPROVER""},{""role"":""CDM""},{""role"":""EPTAG""},{""role"":""HRAUTH""},{""role"":""HRAdmin""},{""role"":""HRENTRY""},{""role"":""HRPAY_W2""},{""role"":""HRSECURITY""},{""role"":""I9_AUTH""},{""role"":""INITIATOR""},{""role"":""INTG_ADM""},{""role"":""MTAG""},{""role"":""SAV_PLN_ADM""},{""role"":""WFA_ADMIN""}]","311c13822f883d4fc4d885f7329d05ed","false","2023-01-19T14:54:17.523738Z","2023-01-19T14:54:17.523738Z","2023-01-19T14:54:17.523738Z","true"
"00001044862",NULL,NULL,"Mr","Troy G Spears","Troy","G","Spears",NULL,NULL,"PRI","US","US",NULL,"1959-07-25","M","2","WHITE","E",NULL,"[{""role"":""HRENTRY""}]","f67c2dea9e495b5a3877fabd43e9fa6d","false","2023-01-19T14:54:17.524070Z","2023-01-19T14:54:17.524070Z","2023-01-19T14:54:17.524070Z","true"
"00001048324",NULL," "," ","Jim Carino","Jim"," ","Carino",NULL," ","PRI",NULL,"US",NULL,"1950-01-01","M","1","WHITE","S",NULL,NULL,"18c7689b8980a3b84aaeb640483f8db1","false","2023-01-19T14:54:17.525151Z","2023-01-19T14:54:17.525151Z","2023-01-19T14:54:17.525151Z","true"
"00001048325",NULL," "," ","John Cavis","John"," ","Cavis",NULL," ","PRI",NULL,"US",NULL,"1971-01-01","M","1","WHITE","S",NULL,NULL,"d5e19e00f882efffe426da60ff9b6da3","false","2023-01-19T14:54:17.525486Z","2023-01-19T14:54:17.525486Z","2023-01-19T14:54:17.525486Z","true"
"00001052460",NULL," ","Mr","Margaret Cornwall","Margaret"," ","Cornwall",NULL," ","PRI",NULL,"US",NULL,"1950-01-01","M","1","WHITE","M",NULL,NULL,"ebc421b0a5fc3baff82443bdc82a851a","false","2023-01-19T14:54:17.525756Z","2023-01-19T14:54:17.525756Z","2023-01-19T14:54:17.525756Z","true"
"00001062775",NULL," ",NULL,"Steve Colorado","Steve"," ","Colorado",NULL,NULL,"PRI",NULL,"US",NULL,"1950-01-01","M","1","AMIND","M",NULL,"[{""role"":""EPTAG""},{""role"":""INTG_ADM""}]","e6cac27917f652e554dcbef65dcca239","false","2023-01-19T14:54:17.526054Z","2023-01-19T14:54:17.526054Z","2023-01-19T14:54:17.526054Z","true"
"00001105207","TSTLB05",NULL,NULL,"Tom bx Dort","Tom","bx","Dort",NULL,"IV","PRF","US","US",NULL,"1978-01-01","F","Z","HISPA","C","/v1/profile/31T/00001105207/photos/465104","[{""role"":""CDM""},{""role"":""EPHNA""},{""role"":""EPHPR""},{""role"":""EPHRS""},{""role"":""EPNPI""},{""role"":""EPTAG""},{""role"":""HRAUTH""},{""role"":""HRAdmin""},{""role"":""HRENTRY""},{""role"":""HRSECURITY""},{""role"":""I9_AUTH""},{""role"":""INTG_ADM""},{""role"":""SAV_PLN_ADM""},{""role"":""WFA_ADMIN""}]","526aff1a240a05c2a7dbc74b8f59b8e0","false","2023-01-19T14:54:17.526747Z","2023-01-19T14:54:17.526747Z","2023-01-19T14:54:17.526747Z","true"
"00001105213",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"a998c298721d3e1f80917fb00d0b54fd","false","2023-01-19T14:54:17.526976Z","2023-01-19T14:54:17.526976Z","2023-01-19T14:54:17.526976Z","true"
"00001106230",NULL," "," ","Michal Zahavi","Michal"," ","Zahavi",NULL," ","PRI",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"96789589e60fb1351727061730ef6a96","false","2023-01-19T14:54:17.527170Z","2023-01-19T14:54:17.527170Z","2023-01-19T14:54:17.527170Z","true"
"00001117339",NULL,NULL,NULL,"Archer Tech","Archer",NULL,"Tech",NULL,NULL,"PRI","US","US",NULL,"1971-01-01","M",NULL,"AMIND","M",NULL,NULL,"740f6a213eb228c0859b58e59ba34295","false","2023-01-19T14:54:17.527383Z","2023-01-19T14:54:17.527383Z","2023-01-19T14:54:17.527383Z","true"
"00001117344",NULL,NULL,NULL,"Percy Cranshaw","Percy",NULL,"Cranshaw",NULL,NULL,"PRI","US","US",NULL,"1973-05-01","M",NULL,"HISPA","M",NULL,NULL,"3eca74d8d32de8f4bd84a6a7486ee550","false","2023-01-19T14:54:17.527627Z","2023-01-19T14:54:17.527627Z","2023-01-19T14:54:17.527627Z","true"
"00001117348",NULL,NULL,NULL,"Kirk Chumble","Kirk",NULL,"Chumble",NULL,NULL,"PRI","US","US",NULL,"1965-08-03","M",NULL,"HISPA","S",NULL,NULL,"d9b36ccbbf78e1f8bb70419fee2b6e7b","false","2023-01-19T14:54:17.527884Z","2023-01-19T14:54:17.527884Z","2023-01-19T14:54:17.527884Z","true"
"00001117417","359",NULL,NULL,"Nicole-Nicole Test  Andren","Nicole-Nicole","Test ","Andren",NULL," ","PRF","US","US",NULL,"1970-04-25","F","1","ASIAN","M",NULL,"[{""role"":""APPROVER""},{""role"":""CDM""},{""role"":""EPTAG""},{""role"":""HRAUTH""},{""role"":""HRAdmin""},{""role"":""HRENTRY""},{""role"":""HRPAY_W2""},{""role"":""HRSECURITY""},{""role"":""I9_AUTH""},{""role"":""INITIATOR""},{""role"":""INTG_ADM""},{""role"":""MTAG""},{""role"":""SAV_PLN_ADM""},{""role"":""TIMEOFF_ADM""},{""role"":""WFA_ADMIN""}]","368c2a57dd79397423ada54371879ff0","false","2023-01-19T14:54:17.528400Z","2023-01-19T14:54:17.528400Z","2023-01-19T14:54:17.528400Z","true"
"00001117998",NULL,NULL,NULL,"Alfred Iowa","Alfred",NULL,"Iowa",NULL,NULL,"PRF","US","US",NULL,"1970-04-01","M",NULL,"WHITE","S",NULL,"[{""role"":""WFA_USER""}]","563a5de4179618210ad37619f8b4689d","false","2023-01-19T14:54:17.528858Z","2023-01-19T14:54:17.528858Z","2023-01-19T14:54:17.528858Z","true"
"00001118000",NULL,NULL,NULL,"Andrew A Virginia","Andrew","A","Virginia",NULL,NULL,"PRI","US","US",NULL,"1970-04-01","M",NULL,"WHITE","S",NULL,"[{""role"":""HRAUTH""},{""role"":""HRENTRY""},{""role"":""INTG_ADM""},{""role"":""WFA_USER""}]","2148bdf4757ff782f19b9c275051324f","false","2023-01-19T14:54:17.529201Z","2023-01-19T14:54:17.529201Z","2023-01-19T14:54:17.529201Z","true"
"00001118155",NULL,NULL,NULL,"Georgeqq Dan Devin","Georgeqq","Dan","Devin",NULL,NULL,"PRI","US","US",NULL,"1967-01-02","M","1","NSPEC","S",NULL,"[{""role"":""APPROVER""},{""role"":""CDM""},{""role"":""EPTAG""},{""role"":""HRAUTH""},{""role"":""HRAdmin""},{""role"":""HRENTRY""},{""role"":""HRPAY_W2""},{""role"":""HRSECURITY""},{""role"":""I9_AUTH""},{""role"":""INITIATOR""},{""role"":""INTG_ADM""},{""role"":""MTAG""},{""role"":""SAV_PLN_ADM""},{""role"":""WFA_ADMIN""}]","4f07eee13be270b360d36c87ae98e5b0","false","2023-01-19T14:54:17.529532Z","2023-01-19T14:54:17.529532Z","2023-01-19T14:54:17.529532Z","true"
"00001119641",NULL," ",NULL,"James Georgia","James"," ","Georgia",NULL,NULL,"PRI",NULL,"US",NULL,"1950-01-01","F",NULL,"AMIND","S",NULL,"[{""role"":""APPROVER""},{""role"":""EPTAG""},{""role"":""INTG_ADM""},{""role"":""WFA_ADMIN""}]","441919f3918028959745ee58186d9f5e","false","2023-01-19T14:54:17.529816Z","2023-01-19T14:54:17.529816Z","2023-01-19T14:54:17.529816Z","true"
"00001127849","SOI7415",NULL,"Mr","Jeffrey Rhodes","Jeffrey",NULL,"Rhodes",NULL,NULL,"PRI","US","US",NULL,"1955-12-13","M","1","WHITE","M",NULL,NULL,"a19ac83f1fe59acbc0d577189a15b541","false","2023-01-19T14:54:17.530150Z","2023-01-19T14:54:17.530150Z","2023-01-19T14:54:17.530150Z","true"
"00001271255",NULL,NULL,NULL,"KristeyCorrupt WalleyDelete","KristeyCorrupt",NULL,"WalleyDelete",NULL,NULL,"PRI","US","US",NULL,"1965-01-24","M","1","WHITE","S",NULL,"[{""role"":""APPROVER""},{""role"":""CDM""},{""role"":""EPTAG""},{""role"":""EPTAG""},{""role"":""HRAUTH""},{""role"":""HRAdmin""},{""role"":""HRENTRY""},{""role"":""HRPAY_W2""},{""role"":""HRSECURITY""},{""role"":""I9_AUTH""},{""role"":""INITIATOR""},{""role"":""INTG_ADM""},{""role"":""MTAG""},{""role"":""SAV_PLN_ADM""},{""role"":""WFA_ADMIN""}]","45a8f85cca530f9ae8a31f0519e4e553","false","2023-01-19T14:54:17.530598Z","2023-01-19T14:54:17.530598Z","2023-01-19T14:54:17.530598Z","true"
"00001271259",NULL,NULL,"Mr","Robert California","Robert",NULL,"California",NULL,NULL,"PRI","US","US",NULL,"1970-03-07","M","1","WHITE","S","/v1/profile/31T/00001271259/photos/678914","[{""role"":""I9_AUTH""}]","3b8918c1fba548f41a93f285bc0120e4","false","2023-01-19T14:54:17.531057Z","2023-01-19T14:54:17.531057Z","2023-01-19T14:54:17.531057Z","true"
"00001271260",NULL," ","Mr","Vicki Price","Vicki"," ","Price",NULL,NULL,"PRI",NULL,"US",NULL,"1970-03-15","F","1","BLACK","S",NULL,NULL,"4dd0398088bc6b85e5fd905935b284df","false","2023-01-19T14:54:17.531446Z","2023-01-19T14:54:17.531446Z","2023-01-19T14:54:17.531446Z","true"
"00001275956"," ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"[{""role"":""WFA_USER""}]","2b1dc086e866e70196b7a3240aae4125","false","2023-01-19T14:54:17.531604Z","2023-01-19T14:54:17.531604Z","2023-01-19T14:54:17.531604Z","true"
"00001275994"," "," "," ","Amanda Kratzert","Amanda"," ","Kratzert",NULL," ","PRI",NULL,"US",NULL,"1985-03-09","F","1","WHITE","S",NULL,"[{""role"":""APPROVER""},{""role"":""AUTH_SIGNER""},{""role"":""CDM""},{""role"":""EPTAG""},{""role"":""HRAUTH""},{""role"":""HRAdmin""},{""role"":""HRENTRY""},{""role"":""HRPAY_W2""},{""role"":""HRSECURITY""},{""role"":""I9_AUTH""},{""role"":""INITIATOR""},{""role"":""INTG_ADM""},{""role"":""LTR_SIGN""},{""role"":""MTAG""},{""role"":""SAV_PLN_ADM""},{""role"":""TIMEOFF_ADM""},{""role"":""WFA_ADMIN""}]","b701a12ae8b60191264d78df7b121ebc","false","2023-01-19T14:54:17.532034Z","2023-01-19T14:54:17.532034Z","2023-01-19T14:54:17.532034Z","true"
"00001299854",NULL," "," ","Joia Mukherjee","Joia",NULL,"Mukherjee",NULL," ","PRI","US","US",NULL,"1990-06-02","F"," ","WHITE","M",NULL,NULL,"273d08e71ae3360cf47139dd6bb37458","false","2023-01-19T14:54:17.532419Z","2023-01-19T14:54:17.532419Z","2023-01-19T14:54:17.532419Z","true"
"00001350064",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"df26a818f9d4ace5224d059df2fbf489","false","2023-01-19T14:54:17.532557Z","2023-01-19T14:54:17.532557Z","2023-01-19T14:54:17.532557Z","true"
"00001351308",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2aa22fef3fb43aedb339c9932b53d1e9","false","2023-01-19T14:54:17.532672Z","2023-01-19T14:54:17.532672Z","2023-01-19T14:54:17.532672Z","true"
"00001356372",NULL,NULL,NULL,"Harry Mississippi","Harry",NULL,"Mississippi",NULL,NULL,"PRI","US","US",NULL,"1968-09-22","F","1","WHITE","S",NULL,"[{""role"":""CDM""},{""role"":""EPTAG""},{""role"":""HRAUTH""},{""role"":""HRAdmin""},{""role"":""HRENTRY""},{""role"":""HRPAY_W2""},{""role"":""I9_AUTH""},{""role"":""INTG_ADM""},{""role"":""MTAG""},{""role"":""SAV_PLN_ADM""},{""role"":""WFA_ADMIN""}]","935b69e7732d7d9912ee0c5ad825515b","false","2023-01-19T14:54:17.532980Z","2023-01-19T14:54:17.532980Z","2023-01-19T14:54:17.532980Z","true"
"00001397821",NULL," ",NULL,"Susan Sanders","Susan",NULL,"Sanders",NULL,NULL,"PRI",NULL,"US",NULL,"1990-05-22","F"," ","NSPEC","S",NULL,NULL,"adeca47c7524d86d70500347dadb0916","false","2023-01-19T14:54:17.533243Z","2023-01-19T14:54:17.533243Z","2023-01-19T14:54:17.533243Z","true"
"00001401720",NULL," ","Mr","Bart West Virginia","Bart"," ","West Virginia",NULL,NULL,"PRI",NULL,"US",NULL,"1980-01-01","M",NULL,"TWO","S",NULL,"[{""role"":""I9_AUTH""}]","1f358fcdb2ce3f77dd87fe5c59def9e4","false","2023-01-19T14:54:17.533576Z","2023-01-19T14:54:17.533576Z","2023-01-19T14:54:17.533576Z","true"
"00001417883",NULL," ","Mr","Mark Demello","Mark"," ","Demello",NULL," ","PRI",NULL,"US",NULL,"1962-08-07","M",NULL,"WHITE","S",NULL,NULL,"3dce54d8786b84bf94651bd4e0017f99","false","2023-01-19T14:54:17.533823Z","2023-01-19T14:54:17.533823Z","2023-01-19T14:54:17.533823Z","true"
"00001423345",NULL," ",NULL,"Ron Maryland","Ron"," ","Maryland",NULL,NULL,"PRI",NULL,"US",NULL,"1985-07-30","F",NULL,"WHITE","S",NULL,NULL,"6fe828f409bd67146761ddebd7ddd94b","false","2023-01-19T14:54:17.534091Z","2023-01-19T14:54:17.534091Z","2023-01-19T14:54:17.534091Z","true"
"00001428238",NULL," ",NULL,"Frank Wyoming","Frank"," ","Wyoming",NULL,NULL,"PRI",NULL,"US",NULL,"1960-10-14","M",NULL,"WHITE","S",NULL,NULL,"13f916c812820ffc6b5099ef50406645","false","2023-01-19T14:54:17.534396Z","2023-01-19T14:54:17.534396Z","2023-01-19T14:54:17.534396Z","true"
"00001428793",NULL,NULL,"Mr","Michael W Alaska","Michael","W","Alaska",NULL,NULL,"PRF","US","US",NULL,"1970-07-16","M",NULL,"WHITE","S",NULL,"[{""role"":""WFA_USER""}]","3b21383284c8081f227764f8729cbff5","false","2023-01-19T14:54:17.535398Z","2023-01-19T14:54:17.535398Z","2023-01-19T14:54:17.535398Z","true"
"00001433036",NULL,NULL,NULL,"Mary South Dakota","Mary"," ","South Dakota",NULL,NULL,"PRF","US","US",NULL,"2000-11-07","M","2","WHITE","S",NULL,NULL,"237662c97de15b3a0b163b8050ca791d","false","2023-01-19T14:54:17.535906Z","2023-01-19T14:54:17.535906Z","2023-01-19T14:54:17.535906Z","true"
"00001463101",NULL,NULL,"Mr","Walter Vermont","Walter"," ","Vermont",NULL,NULL,"PRF","US","US",NULL,"1990-01-01","M","2","HISPA","S",NULL,NULL,"218f8391eca03294e603dde166a334ad","false","2023-01-19T14:54:17.536296Z","2023-01-19T14:54:17.536296Z","2023-01-19T14:54:17.536296Z","true"
"00001542933",NULL," ",NULL,"Wallace Rhode Island","Wallace"," ","Rhode Island",NULL,NULL,"PRI",NULL,"US",NULL,"1974-05-13","F",NULL,"WHITE","S",NULL,NULL,"028bc59f470382a8bb41ef52d0361f6c","false","2023-01-19T14:54:17.536567Z","2023-01-19T14:54:17.536567Z","2023-01-19T14:54:17.536567Z","true"
"00001543094",NULL," ","Mrs","Micah Jenkins","Micah"," ","Jenkins",NULL,NULL,"PRI",NULL,"US",NULL,"1970-05-13","F",NULL,"HISPA","S",NULL,NULL,"553c397f4bad63bb4dbbdae874ead7cd","false","2023-01-19T14:54:17.536806Z","2023-01-19T14:54:17.536806Z","2023-01-19T14:54:17.536806Z","true"
"00001544087",NULL," ","Mr","Forgrock uat4","Forgrock"," ","uat4",NULL," ","PRI",NULL,"US",NULL,"1979-05-16","M","X","AMIND","S",NULL,NULL,"ba34f11cd8a44247d0e1a945d03a9da9","false","2023-01-19T14:54:17.537014Z","2023-01-19T14:54:17.537014Z","2023-01-19T14:54:17.537014Z","true"
"00001544397",NULL," ","Mr","Forgerock UAT12","Forgerock"," ","UAT12",NULL," ","PRI",NULL,"US",NULL,"1980-08-18","M","V","AMIND","S",NULL,NULL,"76127ae5719bd5e0b8bf857e9784cb73","false","2023-01-19T14:54:17.537222Z","2023-01-19T14:54:17.537222Z","2023-01-19T14:54:17.537222Z","true"
"00001545365","10169",NULL,"Mr","Jane Alabama","Jane",NULL,"Alabama",NULL,NULL,"PRF","US","US",NULL,"1970-09-22","F","1","WHITE","S",NULL,"[{""role"":""AUTH_SIGNER""}]","28432108f390a179b80360bc3c2497a5","false","2023-01-19T14:54:17.537618Z","2023-01-19T14:54:17.537618Z","2023-01-19T14:54:17.537618Z","true"
"00001590773",NULL," ",NULL,"Phillip North Carolina","Phillip"," ","North Carolina",NULL,NULL,"PRI",NULL,"US",NULL,"1982-03-09","F",NULL,"WHITE","S",NULL,"[{""role"":""WFA_USER""}]","a8d54d60fbb1d2856e4766d7285cf827","false","2023-01-19T14:54:17.538113Z","2023-01-19T14:54:17.538113Z","2023-01-19T14:54:17.538113Z","true"
"00001594927",NULL," ","Mr","Gemma Tennessee","Gemma"," ","Tennessee",NULL,NULL,"PRI",NULL,"US",NULL,"1985-12-10","M",NULL,"HISPA","S",NULL,"[{""role"":""HRAUTH_R""}]","4399b8593a9bd5540f814f2f09c03163","false","2023-01-19T14:54:17.538402Z","2023-01-19T14:54:17.538402Z","2023-01-19T14:54:17.538402Z","true"
"00001607300",NULL," ","Mr","Matt Johnson","Matt"," ","Johnson",NULL,NULL,"PRI",NULL,"US",NULL,"1978-08-15","M","2","WHITE","S",NULL,NULL,"071aaf64ebb2b10467dcdbd7102dc003","false","2023-01-19T14:54:17.538644Z","2023-01-19T14:54:17.538644Z","2023-01-19T14:54:17.538644Z","true"
"00001607303",NULL," ","Mr","Lydia Ruiz","Lydia"," ","Ruiz",NULL,NULL,"PRI",NULL,"US",NULL,"1970-12-01","M","2","WHITE","S",NULL,NULL,"d256ef75fdfed6a9ed9e2d550cff8260","false","2023-01-19T14:54:17.538938Z","2023-01-19T14:54:17.538938Z","2023-01-19T14:54:17.538938Z","true"
"00001623060",NULL," "," ","Bishal Tandan","Bishal"," ","Tandan",NULL," ","PRI",NULL,"US",NULL,"1987-10-18","M",NULL,"ASIAN","S",NULL,NULL,"0055e6f1a0ebce708c96530d59bcf9b2","false","2023-01-19T14:54:17.539159Z","2023-01-19T14:54:17.539159Z","2023-01-19T14:54:17.539159Z","true"
"00001629237",NULL,NULL,NULL,"Stephen& Hawaii","Stephen&",NULL,"Hawaii",NULL,NULL,"PRF","US","US",NULL,"1978-10-10","M","3","WHITE","M",NULL,"[{""role"":""APPROVER""},{""role"":""CDM""},{""role"":""EPTAG""},{""role"":""HRAUTH""},{""role"":""HRAdmin""},{""role"":""HRENTRY""},{""role"":""HRPAY_W2""},{""role"":""HRSECURITY""},{""role"":""I9_AUTH""},{""role"":""INTG_ADM""},{""role"":""MTAG""},{""role"":""SAV_PLN_ADM""},{""role"":""WFA_USER""}]","c6c2f157e80a3dddb485fd940c6b4c6c","false","2023-01-19T14:54:17.539540Z","2023-01-19T14:54:17.539540Z","2023-01-19T14:54:17.539540Z","true"
"00001703377",NULL,NULL,"Mr","Amanda Utah","Amanda"," ","Utah",NULL,NULL,"PRF","US","US",NULL,"1987-01-14","M","1","ASIAN","S",NULL,NULL,"c5304531860968468cb91023ef68b762","false","2023-01-19T14:54:17.539850Z","2023-01-19T14:54:17.539850Z","2023-01-19T14:54:17.539850Z","true"
"00001703378",NULL," ","Mr","Amar New Mexico","Amar"," ","New Mexico",NULL,NULL,"PRI",NULL,"US",NULL,"1978-12-30","M","1","ASIAN","S",NULL,NULL,"133639350342cbdbfeb7a0534c035dff","false","2023-01-19T14:54:17.540072Z","2023-01-19T14:54:17.540072Z","2023-01-19T14:54:17.540072Z","true"
